Date,Start Date,End Date,Portfolio name,Campaign Type,Campaign Name,Status,Currency,Budget,Targeting Type,Bidding strategy,Impressions,Clicks,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"Total Advertising Cost of Sales (ACoS) ","7 Day Total Sales "
"Oct 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,776,3,0.39%,$2.16,$0.72,0,0.00%,$0.0
"Oct 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,702,1,0.14%,$0.37,$0.37,0,0.00%,$0.0
"Oct 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,845,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Oct 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,430,3,0.70%,$2.08,$0.6933333,0,0.00%,$0.0
"Oct 11, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,2798,6,0.21%,$7.6,$1.2666667,0,0.00%,$0.0
"Oct 11, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,2906,7,0.24%,$11.01,$1.5728571,0,0.00%,$0.0
"Oct 11, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,838,4,0.48%,$2.12,$0.53,0,0.00%,$0.0
"Oct 12, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,3173,8,0.25%,$8.08,$1.01,0,0.00%,$0.0
"Oct 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1519,1,0.07%,$0.41,$0.41,0,0.00%,$0.0
"Oct 12, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,3512,10,0.29%,$12.16,$1.216,0,0.00%,$0.0
"Oct 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,671,3,0.45%,$2.04,$0.68,0,0.00%,$0.0
"Oct 12, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,674,4,0.59%,$2.08,$0.52,0,0.00%,$0.0
"Oct 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,231,3,1.30%,$2.11,$0.7033333,0,0.00%,$0.0
"Oct 13, 2019","Oct 13, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Auto,PAUSED,USD,$2.0,Automatic targeting,Dynamic bids - down only,380,4,1.05%,$2.33,$0.5825,0,0.00%,$0.0
"Oct 13, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,4904,9,0.18%,$12.65,$1.4055556000000002,2,18.08%,$69.98
"Oct 13, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,4169,4,0.10%,$4.29,$1.0725,0,0.00%,$0.0
"Oct 13, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,682,5,0.73%,$2.3,$0.46,0,0.00%,$0.0
"Oct 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1777,4,0.23%,$0.97,$0.2425,0,0.00%,$0.0
"Oct 14, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,2310,6,0.26%,$7.1,$1.1833333000000001,0,0.00%,$0.0
"Oct 14, 2019","Oct 13, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Auto,PAUSED,USD,$2.0,Automatic targeting,Dynamic bids - down only,637,4,0.63%,$2.1,$0.525,0,0.00%,$0.0
"Oct 14, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,468,3,0.64%,$2.11,$0.7033333,1,4.22%,$49.99
"Oct 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,532,2,0.38%,$1.24,$0.62,0,0.00%,$0.0
"Oct 14, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,3550,8,0.23%,$12.17,$1.52125,0,0.00%,$0.0
"Oct 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,514,4,0.78%,$2.88,$0.72,0,0.00%,$0.0
"Oct 15, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,127,1,0.79%,$0.73,$0.73,0,0.00%,$0.0
"Oct 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,506,3,0.59%,$2.09,$0.6966667,0,0.00%,$0.0
"Oct 15, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,1591,5,0.31%,$7.57,$1.514,0,0.00%,$0.0
"Oct 15, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,1912,6,0.31%,$9.74,$1.6233332999999999,0,0.00%,$0.0
"Oct 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,838,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Oct 15, 2019","Oct 13, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Auto,PAUSED,USD,$2.0,Automatic targeting,Dynamic bids - down only,718,4,0.56%,$1.99,$0.4975,0,0.00%,$0.0
"Oct 15, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,641,5,0.78%,$2.66,$0.532,0,0.00%,$0.0
"Oct 16, 2019","Oct 13, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Auto,PAUSED,USD,$2.0,Automatic targeting,Dynamic bids - down only,224,6,2.68%,$2.2,$0.3666667,0,0.00%,$0.0
"Oct 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,899,1,0.11%,$0.83,$0.83,0,0.00%,$0.0
"Oct 16, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,138,1,0.73%,$0.47,$0.47,0,0.00%,$0.0
"Oct 16, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,3828,6,0.16%,$8.98,$1.4966667,0,0.00%,$0.0
"Oct 16, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,281,3,1.07%,$2.04,$0.68,0,0.00%,$0.0
"Oct 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,379,4,1.06%,$2.25,$0.5625,0,0.00%,$0.0
"Oct 16, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,2267,6,0.27%,$6.53,$1.0883333,0,0.00%,$0.0
"Oct 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,922,4,0.43%,$2.63,$0.6575,0,0.00%,$0.0
"Oct 17, 2019","Oct 13, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Auto,PAUSED,USD,$2.0,Automatic targeting,Dynamic bids - down only,542,4,0.74%,$1.94,$0.485,0,0.00%,$0.0
"Oct 17, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,2103,4,0.19%,$3.96,$0.99,1,12.38%,$31.99
"Oct 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,764,1,0.13%,$0.27,$0.27,0,0.00%,$0.0
"Oct 17, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,3961,6,0.15%,$7.9,$1.3166667,0,0.00%,$0.0
"Oct 17, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,770,2,0.26%,$1.99,$0.995,0,0.00%,$0.0
"Oct 17, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,799,3,0.38%,$2.02,$0.6733333,0,0.00%,$0.0
"Oct 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,588,3,0.51%,$2.05,$0.6833333,0,0.00%,$0.0
"Oct 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,178,4,2.25%,$1.88,$0.47,0,0.00%,$0.0
"Oct 18, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,1221,6,0.49%,$9.37,$1.5616667000000002,0,0.00%,$0.0
"Oct 18, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,978,3,0.31%,$2.33,$0.7766666999999999,1,7.28%,$31.99
"Oct 18, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,333,4,1.20%,$2.34,$0.585,0,0.00%,$0.0
"Oct 18, 2019","Oct 13, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Auto,PAUSED,USD,$2.0,Automatic targeting,Dynamic bids - down only,11,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Oct 18, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,2473,5,0.20%,$7.14,$1.4280000000000002,0,0.00%,$0.0
"Oct 19, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,925,5,0.54%,$6.15,$1.23,0,0.00%,$0.0
"Oct 19, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,1044,5,0.48%,$2.22,$0.444,0,0.00%,$0.0
"Oct 19, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,1179,2,0.17%,$2.15,$1.075,0,0.00%,$0.0
"Oct 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,986,4,0.41%,$2.07,$0.5175,0,0.00%,$0.0
"Oct 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,714,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Oct 19, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,3155,7,0.22%,$9.16,$1.3085714,0,0.00%,$0.0
"Oct 20, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,4186,8,0.19%,$8.96,$1.12,0,0.00%,$0.0
"Oct 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1109,2,0.18%,$0.77,$0.385,0,0.00%,$0.0
"Oct 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,749,3,0.40%,$2.53,$0.8433333000000001,0,0.00%,$0.0
"Oct 20, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,1130,4,0.35%,$3.13,$0.7825,0,0.00%,$0.0
"Oct 20, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,613,4,0.65%,$2.07,$0.5175,0,0.00%,$0.0
"Oct 20, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,1069,5,0.47%,$6.76,$1.3519999999999999,0,0.00%,$0.0
"Oct 21, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,3368,10,0.30%,$9.5,$0.95,0,0.00%,$0.0
"Oct 21, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,487,4,0.82%,$3.27,$0.8175,0,0.00%,$0.0
"Oct 21, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,3069,4,0.13%,$6.16,$1.54,0,0.00%,$0.0
"Oct 21, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,79,3,3.80%,$1.91,$0.6366667,0,0.00%,$0.0
"Oct 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,896,3,0.34%,$1.45,$0.48333329999999997,0,0.00%,$0.0
"Oct 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,229,3,1.31%,$1.85,$0.6166667,0,0.00%,$0.0
"Oct 22, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,3163,7,0.22%,$9.44,$1.3485714,0,0.00%,$0.0
"Oct 22, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,264,4,1.52%,$1.82,$0.455,0,0.00%,$0.0
"Oct 22, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,1644,5,0.30%,$7.08,$1.416,0,0.00%,$0.0
"Oct 22, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,1742,4,0.23%,$3.6,$0.9,0,0.00%,$0.0
"Oct 22, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,943,4,0.42%,$1.84,$0.46,0,0.00%,$0.0
"Oct 22, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,931,2,0.22%,$0.38,$0.19,0,0.00%,$0.0
"Oct 22, 2019","Oct 22, 2019",,No Portfolio,Sponsored Products,"31\"" x 19\""-Auto",ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - down only,4,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Oct 23, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,3776,9,0.24%,$7.95,$0.8833333,0,0.00%,$0.0
"Oct 23, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,1322,3,0.23%,$2.74,$0.9133333,0,0.00%,$0.0
"Oct 23, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,726,4,0.55%,$2.15,$0.5375,0,0.00%,$0.0
"Oct 23, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,578,1,0.17%,$0.11,$0.11,0,0.00%,$0.0
"Oct 23, 2019","Oct 22, 2019",,No Portfolio,Sponsored Products,"31\"" x 19\""-Auto",ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - down only,123,3,2.44%,$1.35,$0.45,0,0.00%,$0.0
"Oct 23, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,312,3,0.96%,$1.94,$0.6466666999999999,0,0.00%,$0.0
"Oct 23, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,329,1,0.30%,$0.55,$0.55,0,0.00%,$0.0
"Oct 24, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,7930,9,0.11%,$10.56,$1.1733333000000001,0,0.00%,$0.0
"Oct 24, 2019","Oct 22, 2019",,No Portfolio,Sponsored Products,"31\"" x 19\""-Auto",ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - down only,197,2,1.02%,$1.3,$0.65,0,0.00%,$0.0
"Oct 24, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,795,2,0.25%,$0.82,$0.41,0,0.00%,$0.0
"Oct 24, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,1345,3,0.22%,$2.66,$0.8866666999999999,0,0.00%,$0.0
"Oct 24, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1633,3,0.18%,$2.12,$0.7066667,1,5.30%,$39.99
"Oct 24, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR Manual,PAUSED,USD,$2.0,Manual targeting,Dynamic bids - down only,582,3,0.52%,$2.01,$0.67,0,0.00%,$0.0
"Oct 24, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,278,1,0.36%,$0.9,$0.9,0,0.00%,$0.0
"Oct 25, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,2705,6,0.22%,$10.62,$1.77,0,0.00%,$0.0
"Oct 25, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,3060,3,0.10%,$3.87,$1.29,0,0.00%,$0.0
"Oct 25, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,61,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Oct 25, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,376,3,0.80%,$2.52,$0.84,0,0.00%,$0.0
"Oct 25, 2019","Oct 22, 2019",,No Portfolio,Sponsored Products,"31\"" x 19\""-Auto",ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - down only,848,2,0.24%,$0.5,$0.25,0,0.00%,$0.0
"Oct 25, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1472,5,0.34%,$2.35,$0.47,1,5.88%,$39.99
"Oct 26, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1087,5,0.46%,$3.08,$0.616,0,0.00%,$0.0
"Oct 26, 2019","Oct 22, 2019",,No Portfolio,Sponsored Products,"31\"" x 19\""-Auto",ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - down only,898,2,0.22%,$1.01,$0.505,0,0.00%,$0.0
"Oct 26, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,592,8,1.35%,$11.85,$1.48125,0,0.00%,$0.0
"Oct 26, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,2207,4,0.18%,$5.23,$1.3075,1,16.35%,$31.99
"Oct 26, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,68,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Oct 26, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,921,4,0.43%,$2.41,$0.6025,0,0.00%,$0.0
"Oct 27, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1579,5,0.32%,$2.91,$0.5820000000000001,0,0.00%,$0.0
"Oct 27, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,104,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Oct 27, 2019","Oct 22, 2019",,No Portfolio,Sponsored Products,"31\"" x 19\""-Auto",ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - down only,302,3,0.99%,$1.23,$0.41,0,0.00%,$0.0
"Oct 27, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,358,3,0.84%,$1.82,$0.6066667,0,0.00%,$0.0
"Oct 27, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,2167,7,0.32%,$10.3,$1.4714286,0,0.00%,$0.0
"Oct 27, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,4474,7,0.16%,$5.29,$0.7557143000000001,0,0.00%,$0.0
"Oct 28, 2019","Oct 15, 2019",,No Portfolio,Sponsored Products,XP Auto,PAUSED,USD,$1.5,Automatic targeting,Dynamic bids - down only,87,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Oct 28, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,3547,8,0.23%,$11.43,$1.42875,2,16.33%,$69.98
"Oct 28, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2356,4,0.17%,$2.45,$0.6125,0,0.00%,$0.0
"Oct 28, 2019","Oct 22, 2019",,No Portfolio,Sponsored Products,"31\"" x 19\""-Auto",ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - down only,113,3,2.66%,$0.93,$0.31,0,0.00%,$0.0
"Oct 28, 2019","Aug 22, 2019",,No Portfolio,Sponsored Products,B07JMDZBSR,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - down only,1077,4,0.37%,$2.78,$0.695,0,0.00%,$0.0
"Oct 28, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,594,3,0.51%,$2.41,$0.8033333,0,0.00%,$0.0
"Oct 28, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,1446,5,0.35%,$5.1,$1.02,0,0.00%,$0.0
"Oct 29, 2019","Oct 10, 2019",,No Portfolio,Sponsored Products,SQ 自动,ENABLED,USD,$2.5,Automatic targeting,Dynamic bids - up and down,2521,5,0.20%,$5.56,$1.112,0,0.00%,$0.0
"Oct 29, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,940,3,0.32%,$2.29,$0.7633333,0,0.00%,$0.0
"Oct 29, 2019","Oct 9, 2019",,No Portfolio,Sponsored Products,YSD 简约风,ENABLED,USD,$3.0,Automatic targeting,Dynamic bids - up and down,1655,8,0.48%,$10.34,$1.2925,0,0.00%,$0.0
