Date,Start Date,End Date,Portfolio name,Campaign Type,Campaign Name,Status,Currency,Budget,Targeting Type,Bidding strategy,Impressions,Clicks,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"Total Advertising Cost of Sales (ACoS) ","7 Day Total Sales "
"Jan 2, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1787,14,0.78%,$10.02,$0.7157143,0,0.00%,$0.0
"Jan 2, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,6460,10,0.16%,$5.23,$0.523,0,0.00%,$0.0
"Jan 3, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1083,8,0.74%,$6.08,$0.76,0,0.00%,$0.0
"Jan 3, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,615,1,0.16%,$0.56,$0.56,0,0.00%,$0.0
"Jan 3, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3449,10,0.29%,$4.29,$0.429,0,0.00%,$0.0
"Jan 3, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,4513,10,0.22%,$4.26,$0.426,0,0.00%,$0.0
"Jan 3, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,858,12,1.40%,$6.36,$0.53,0,0.00%,$0.0
"Jan 3, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,3309,10,0.30%,$4.14,$0.414,0,0.00%,$0.0
"Jan 4, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,4381,13,0.30%,$4.49,$0.3453846,0,0.00%,$0.0
"Jan 4, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1138,10,0.88%,$5.44,$0.544,0,0.00%,$0.0
"Jan 4, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,2002,14,0.70%,$6.23,$0.445,1,13.58%,$45.89
"Jan 4, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,260,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jan 4, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,801,8,1.00%,$4.02,$0.5025,0,0.00%,$0.0
"Jan 4, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,277,8,2.89%,$4.02,$0.5025,0,0.00%,$0.0
"Jan 5, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,522,1,0.19%,$0.21,$0.21,0,0.00%,$0.0
"Jan 5, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,2100,12,0.57%,$6.32,$0.5266667,0,0.00%,$0.0
"Jan 5, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1948,8,0.41%,$4.85,$0.60625,1,10.57%,$45.89
"Jan 5, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2536,10,0.39%,$4.9,$0.49,0,0.00%,$0.0
"Jan 5, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1436,9,0.63%,$4.83,$0.5366667,2,5.26%,$91.78
"Jan 5, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,825,13,1.58%,$5.95,$0.4576923,0,0.00%,$0.0
"Jan 6, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1165,17,1.46%,$6.26,$0.3682353,1,10.68%,$58.59
"Jan 6, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,2073,13,0.63%,$6.0,$0.46153849999999996,0,0.00%,$0.0
"Jan 6, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,792,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jan 6, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,609,7,1.15%,$3.98,$0.5685714000000001,0,0.00%,$0.0
"Jan 6, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,2076,11,0.53%,$4.6,$0.4181818,0,0.00%,$0.0
"Jan 6, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1650,9,0.55%,$4.44,$0.4933333,0,0.00%,$0.0
"Jan 7, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1058,10,0.95%,$5.92,$0.5920000000000001,0,0.00%,$0.0
"Jan 7, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,276,2,0.73%,$1.52,$0.76,0,0.00%,$0.0
"Jan 7, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1295,14,1.08%,$5.99,$0.4278571,0,0.00%,$0.0
"Jan 7, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2679,11,0.41%,$4.3,$0.3909091,0,0.00%,$0.0
"Jan 7, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1204,9,0.75%,$4.72,$0.5244444,0,0.00%,$0.0
"Jan 7, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1497,8,0.53%,$4.28,$0.535,0,0.00%,$0.0
"Jan 8, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1295,11,0.85%,$6.56,$0.5963636,1,11.14%,$58.89
"Jan 8, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,243,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jan 8, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1122,5,0.45%,$3.98,$0.7959999999999999,3,0.96%,$413.01
"Jan 8, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1797,9,0.50%,$4.19,$0.4655556,0,0.00%,$0.0
"Jan 8, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2304,9,0.39%,$4.77,$0.53,0,0.00%,$0.0
"Jan 8, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,916,11,1.20%,$6.67,$0.6063636,2,4.85%,$137.67
"Jan 9, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1426,6,0.42%,$3.35,$0.5583332999999999,2,2.13%,$157.67
"Jan 9, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,300,1,0.33%,$0.16,$0.16,0,0.00%,$0.0
"Jan 9, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,886,11,1.24%,$6.48,$0.5890909,0,0.00%,$0.0
"Jan 9, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1055,7,0.66%,$3.89,$0.5557143,1,8.48%,$45.89
"Jan 9, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1087,10,0.92%,$6.35,$0.635,2,6.92%,$91.78
"Jan 9, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3058,9,0.29%,$3.36,$0.3733333,0,0.00%,$0.0
"Jan 10, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,214,1,0.47%,$0.78,$0.78,0,0.00%,$0.0
"Jan 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2596,8,0.31%,$4.37,$0.54625,0,0.00%,$0.0
"Jan 10, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,2049,12,0.59%,$6.33,$0.5275,0,0.00%,$0.0
"Jan 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2301,8,0.35%,$4.1,$0.5125,0,0.00%,$0.0
"Jan 10, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1234,11,0.89%,$5.97,$0.5427273,0,0.00%,$0.0
"Jan 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1408,9,0.64%,$4.1,$0.4555556,0,0.00%,$0.0
"Jan 11, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1082,12,1.11%,$6.46,$0.5383333,0,0.00%,$0.0
"Jan 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1500,8,0.53%,$4.23,$0.52875,0,0.00%,$0.0
"Jan 11, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,235,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jan 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1062,9,0.85%,$4.04,$0.44888890000000004,0,0.00%,$0.0
"Jan 11, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,813,10,1.23%,$6.0,$0.6,0,0.00%,$0.0
"Jan 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1292,9,0.70%,$4.7,$0.5222222,0,0.00%,$0.0
"Jan 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,2258,8,0.35%,$3.95,$0.49375,1,8.61%,$45.89
"Jan 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1855,8,0.43%,$3.87,$0.48375,0,0.00%,$0.0
"Jan 12, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,700,12,1.71%,$5.97,$0.4975,0,0.00%,$0.0
"Jan 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1686,8,0.47%,$4.88,$0.61,0,0.00%,$0.0
"Jan 12, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,391,1,0.26%,$0.24,$0.24,0,0.00%,$0.0
"Jan 12, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,2219,11,0.50%,$5.98,$0.5436364,0,0.00%,$0.0
"Jan 13, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,571,2,0.35%,$1.6,$0.8,0,0.00%,$0.0
"Jan 13, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1936,9,0.47%,$5.96,$0.6622222,0,0.00%,$0.0
"Jan 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,988,6,0.61%,$3.36,$0.56,0,0.00%,$0.0
"Jan 13, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,980,17,1.74%,$6.4,$0.37647060000000004,1,10.92%,$58.59
"Jan 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1747,8,0.46%,$4.13,$0.51625,0,0.00%,$0.0
"Jan 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1322,8,0.61%,$3.92,$0.49,0,0.00%,$0.0
"Jan 14, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,655,10,1.53%,$6.17,$0.617,1,13.45%,$45.89
"Jan 14, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,423,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jan 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1059,8,0.76%,$4.38,$0.5475,0,0.00%,$0.0
"Jan 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,438,6,1.37%,$4.15,$0.6916667,1,9.04%,$45.89
"Jan 14, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2415,17,0.70%,$6.13,$0.36058819999999997,1,2.60%,$235.56
"Jan 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1287,7,0.54%,$3.98,$0.5685714000000001,0,0.00%,$0.0
"Jan 15, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,289,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jan 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,684,5,0.73%,$3.39,$0.6779999999999999,0,0.00%,$0.0
"Jan 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,590,5,0.85%,$3.52,$0.7040000000000001,0,0.00%,$0.0
"Jan 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1200,8,0.67%,$4.0,$0.5,0,0.00%,$0.0
"Jan 15, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1317,12,0.91%,$5.92,$0.4933333,0,0.00%,$0.0
"Jan 15, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1374,10,0.73%,$5.79,$0.579,0,0.00%,$0.0
"Jan 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,894,8,0.90%,$4.05,$0.50625,1,8.83%,$45.89
"Jan 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1659,6,0.36%,$4.18,$0.6966667,0,0.00%,$0.0
"Jan 16, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1509,11,0.73%,$6.33,$0.5754545,0,0.00%,$0.0
"Jan 16, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1484,13,0.88%,$5.87,$0.4515385,0,0.00%,$0.0
"Jan 16, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,490,1,0.20%,$0.39,$0.39,0,0.00%,$0.0
"Jan 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1403,6,0.43%,$4.12,$0.6866667,0,0.00%,$0.0
"Jan 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2704,23,0.85%,$13.95,$0.6065216999999999,0,0.00%,$0.0
"Jan 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1101,6,0.55%,$3.97,$0.6616666999999999,0,0.00%,$0.0
"Jan 17, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1621,14,0.86%,$6.84,$0.4885714,1,11.67%,$58.59
"Jan 17, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,124,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jan 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1458,7,0.48%,$3.52,$0.5028571000000001,0,0.00%,$0.0
"Jan 17, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,2096,5,0.24%,$3.59,$0.718,0,0.00%,$0.0
"Jan 18, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,5005,17,0.34%,$9.94,$0.5847059,0,0.00%,$0.0
"Jan 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,3816,20,0.52%,$9.8,$0.49,0,0.00%,$0.0
"Jan 18, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1201,20,1.67%,$10.04,$0.502,1,17.05%,$58.89
"Jan 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3238,16,0.49%,$9.19,$0.574375,0,0.00%,$0.0
"Jan 18, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,292,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jan 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2495,17,0.68%,$10.31,$0.6064706000000001,0,0.00%,$0.0
"Jan 19, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,467,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jan 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1790,14,0.78%,$10.02,$0.7157143,0,0.00%,$0.0
"Jan 19, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2321,22,0.95%,$9.91,$0.45045450000000004,0,0.00%,$0.0
"Jan 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,3527,21,0.60%,$10.65,$0.5071429,0,0.00%,$0.0
"Jan 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2984,17,0.57%,$10.99,$0.6464706,0,0.00%,$0.0
"Jan 19, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,3840,18,0.47%,$10.28,$0.5711111,0,0.00%,$0.0
"Jan 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1768,10,0.57%,$5.9,$0.59,0,0.00%,$0.0
"Jan 20, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1332,12,0.90%,$5.26,$0.4383333,1,4.49%,$117.18
"Jan 20, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1483,10,0.67%,$6.16,$0.616,0,0.00%,$0.0
"Jan 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1671,9,0.54%,$6.19,$0.6877778000000001,0,0.00%,$0.0
"Jan 20, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,620,1,0.16%,$0.44,$0.44,0,0.00%,$0.0
"Jan 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1897,11,0.58%,$6.14,$0.5581818,0,0.00%,$0.0
"Jan 21, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,2013,11,0.55%,$6.06,$0.5509091,0,0.00%,$0.0
"Jan 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1243,9,0.72%,$6.02,$0.6688889,0,0.00%,$0.0
"Jan 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2608,10,0.38%,$5.96,$0.596,1,12.99%,$45.89
"Jan 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1938,11,0.57%,$6.22,$0.5654545,0,0.00%,$0.0
"Jan 21, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,641,1,0.16%,$0.8,$0.8,0,0.00%,$0.0
